[[0.542, 0.8632], [0.8884, 0.0375], [0.2755, 0.6449], [0.212, 0.2087], [0.0425, 0.1797], [0.6036, 0.0067], [0.7834, 0.4936], [0.6592, 0.3061], [0.732, 0.8065], [0.6373, 0.6263]]
[[0.1962, 0.6978], [0.6827, 0.9665], [0.9744, 0.3643], [0.6462, 0.1888], [0.1917, 0.8705], [0.232, 0.4854], [0.3765, 0.5393], [0.5823, 0.6894], [0.4183, 0.4653], [0.8951, 0.8274]]
[[0.7348, 0.8114], [0.6144, 0.2592], [0.1398, 0.5255], [0.188, 0.2387], [0.4771, 0.6067], [0.3907, 0.298], [0.4168, 0.0966], [0.1771, 0.5748], [0.5758, 0.6228], [0.3109, 0.3645]]
[[0.4672, 0.911], [0.2322, 0.064], [0.9634, 0.5367], [0.8475, 0.9776], [0.1342, 0.0126], [0.0775, 0.6736], [0.0684, 0.1215], [0.7609, 0.0947], [0.1951, 0.0375], [0.7822, 0.8579]]
[[0.3629, 0.8622], [0.9333, 0.5098], [0.039, 0.1568], [0.2859, 0.526], [0.4342, 0.9176], [0.4452, 0.4315], [0.1335, 0.9862], [0.3037, 0.3623], [0.2093, 0.163], [0.4412, 0.5597]]
[[0.2197, 0.9482], [0.4117, 0.1525], [0.5113, 0.0987], [0.794, 0.3861], [0.929, 0.0364], [0.4186, 0.5521], [0.1556, 0.7105], [0.9734, 0.752], [0.942, 0.206], [0.0596, 0.1087]]
[[0.6495, 0.6085], [0.921, 0.0407], [0.795, 0.8314], [0.6761, 0.7717], [0.1469, 0.1297], [0.7266, 0.7853], [0.2967, 0.708], [0.9427, 0.2725], [0.1866, 0.2678], [0.3812, 0.4271]]
[[0.5412, 0.2274], [0.6005, 0.152], [0.3776, 0.4603], [0.1154, 0.6806], [0.089, 0.8183], [0.9422, 0.4665], [0.6307, 0.4695], [0.0752, 0.7184], [0.7508, 0.4906], [0.8834, 0.534]]
[[0.7183, 0.536], [0.548, 0.2377], [0.751, 0.7066], [0.2205, 0.4392], [0.0393, 0.2478], [0.6217, 0.5784], [0.8019, 0.8705], [0.6552, 0.5304], [0.7913, 0.8288], [0.6379, 0.4031]]
[[0.9028, 0.4677], [0.2697, 0.9657], [0.0577, 0.4551], [0.0221, 0.6905], [0.9175, 0.843], [0.0741, 0.5442], [0.3947, 0.8653], [0.5692, 0.143], [0.7545, 0.7882], [0.6872, 0.462]]
[[0.2107, 0.8309], [0.307, 0.1449], [0.0223, 0.5163], [0.0176, 0.3883], [0.2025, 0.7721], [0.1835, 0.2626], [0.5203, 0.871], [0.732, 0.001], [0.2123, 0.6181], [0.9513, 0.1567]]
[[0.6151, 0.1013], [0.5665, 0.5687], [0.3282, 0.6341], [0.6932, 0.0174], [0.7429, 0.7769], [0.5568, 0.474], [0.7212, 0.054], [0.1766, 0.3151], [0.4963, 0.8377], [0.328, 0.3189]]
[[0.4079, 0.5264], [0.3773, 0.1464], [0.144, 0.6895], [0.0568, 0.182], [0.2867, 0.1173], [0.4677, 0.123], [0.3868, 0.0974], [0.5035, 0.297], [0.7812, 0.3203], [0.4345, 0.5531]]
[[0.5516, 0.7952], [0.5119, 0.1328], [0.6333, 0.4343], [0.1868, 0.4739], [0.9964, 0.1545], [0.352, 0.0903], [0.5663, 0.0127], [0.0618, 0.5055], [0.8459, 0.5415], [0.7746, 0.4724]]
[[0.2763, 0.854], [0.7327, 0.1448], [0.3697, 0.4332], [0.1391, 0.98], [0.4709, 0.1696], [0.4884, 0.6157], [0.1816, 0.7855], [0.0469, 0.4255], [0.5913, 0.6669], [0.1503, 0.2005]]
[[0.2689, 0.2721], [0.0559, 0.718], [0.6946, 0.2117], [0.5144, 0.3709], [0.6221, 0.9036], [0.6331, 0.3523], [0.7038, 0.7555], [0.9772, 0.534], [0.8308, 0.0214], [0.0077, 0.9343]]
[[0.2222, 0.6029], [0.091, 0.9423], [0.8537, 0.6569], [0.5828, 0.66], [0.6872, 0.7227], [0.3317, 0.1066], [0.8403, 0.5822], [0.3367, 0.9538], [0.9427, 0.5163], [0.429, 0.5278]]
[[0.2473, 0.0403], [0.2015, 0.4026], [0.1747, 0.9271], [0.2516, 0.7375], [0.1307, 0.4527], [0.253, 0.7163], [0.3009, 0.8957], [0.7845, 0.6929], [0.3813, 0.6391], [0.0807, 0.0177]]
[[0.6106, 0.776], [0.444, 0.6839], [0.5731, 0.753], [0.5312, 0.6538], [0.3954, 0.2678], [0.5507, 0.3728], [0.7471, 0.0112], [0.006, 0.788], [0.7016, 0.192], [0.9003, 0.0568]]
[[0.0945, 0.0883], [0.9507, 0.9877], [0.1831, 0.9873], [0.278, 0.3167], [0.3979, 0.4751], [0.5994, 0.9604], [0.8308, 0.8291], [0.4059, 0.6015], [0.1462, 0.8709], [0.9534, 0.6778]]
[[0.9382, 0.1934], [0.765, 0.5471], [0.0475, 0.832], [0.6518, 0.4114], [0.0481, 0.7779], [0.8639, 0.8616], [0.7931, 0.1493], [0.8712, 0.417], [0.2283, 0.1768], [0.0953, 0.069]]
[[0.5949, 0.4202], [0.9585, 0.0946], [0.9466, 0.6267], [0.932, 0.4581], [0.9517, 0.5703], [0.92, 0.4969], [0.5152, 0.3287], [0.8, 0.2849], [0.7444, 0.2226], [0.1721, 0.535]]
[[0.5257, 0.8169], [0.9999, 0.4035], [0.5648, 0.4313], [0.6418, 0.3142], [0.1296, 0.0367], [0.7094, 0.6346], [0.8439, 0.0576], [0.2894, 0.9458], [0.1808, 0.1479], [0.8007, 0.4449]]
[[0.9198, 0.9527], [0.5847, 0.1183], [0.4288, 0.7627], [0.1092, 0.2709], [0.9109, 0.6487], [0.4238, 0.6413], [0.3971, 0.6085], [0.3627, 0.7371], [0.3849, 0.8115], [0.6549, 0.9906]]
[[0.227, 0.4099], [0.9038, 0.9924], [0.8851, 0.7171], [0.4177, 0.7145], [0.4575, 0.9467], [0.5554, 0.3135], [0.5611, 0.7436], [0.0958, 0.1365], [0.8584, 0.5884], [0.56, 0.3468]]
[[0.1159, 0.5903], [0.2323, 0.4966], [0.2303, 0.9007], [0.9004, 0.0994], [0.8842, 0.7249], [0.5399, 0.7921], [0.2769, 0.6437], [0.3604, 0.9044], [0.3755, 0.4135], [0.7916, 0.6904]]
[[0.8953, 0.7736], [0.8855, 0.0791], [0.8233, 0.3268], [0.5992, 0.8296], [0.5148, 0.3763], [0.5605, 0.4568], [0.6677, 0.6092], [0.7949, 0.4677], [0.102, 0.0453], [0.5067, 0.905]]
[[0.2114, 0.6979], [0.2955, 0.8422], [0.7845, 0.2101], [0.311, 0.1456], [0.8204, 0.3335], [0.9373, 0.0096], [0.7377, 0.4795], [0.9456, 0.2555], [0.1679, 0.4587], [0.9222, 0.8804]]
[[0.8654, 0.4628], [0.7304, 0.7056], [0.1575, 0.8489], [0.8006, 0.7378], [0.5252, 0.6227], [0.3787, 0.7573], [0.787, 0.9844], [0.03, 0.8549], [0.2621, 0.3691], [0.9131, 0.4532]]
[[0.6962, 0.7549], [0.3994, 0.4362], [0.2516, 0.8333], [0.8776, 0.6426], [0.5073, 0.6381], [0.4992, 0.3891], [0.7697, 0.349], [0.8514, 0.6421], [0.3228, 0.6166], [0.1903, 0.0391]]
[[0.3429, 0.6612], [0.6843, 0.0489], [0.5836, 0.2005], [0.4643, 0.6257], [0.1228, 0.68], [0.42, 0.6149], [0.6991, 0.2749], [0.107, 0.9025], [0.8728, 0.6603], [0.2674, 0.2167]]
[[0.1443, 0.517], [0.7269, 0.3075], [0.6828, 0.0736], [0.3626, 0.723], [0.95, 0.9513], [0.3981, 0.3861], [0.5571, 0.936], [0.9436, 0.8501], [0.4912, 0.6883], [0.331, 0.1301]]
[[0.0084, 0.7449], [0.9069, 0.0348], [0.0788, 0.1672], [0.4573, 0.2324], [0.6175, 0.7295], [0.0033, 0.3614], [0.0791, 0.5836], [0.8051, 0.2262], [0.4809, 0.5158], [0.072, 0.8433]]
[[0.1075, 0.5022], [0.1068, 0.8181], [0.2334, 0.6779], [0.9122, 0.7567], [0.4016, 0.8357], [0.4051, 0.1413], [0.2948, 0.5553], [0.9461, 0.112], [0.6404, 0.1153], [0.9402, 0.3168]]
[[0.5641, 0.6905], [0.9622, 0.0241], [0.3675, 0.1398], [0.1847, 0.7055], [0.6535, 0.9022], [0.2448, 0.1796], [0.9823, 0.5097], [0.5288, 0.5536], [0.1591, 0.6711], [0.8629, 0.8683]]
[[0.1913, 0.9249], [0.808, 0.9572], [0.3893, 0.5609], [0.982, 0.1123], [0.9046, 0.3613], [0.8771, 0.4559], [0.3892, 0.8409], [0.4954, 0.6569], [0.1865, 0.2628], [0.2316, 0.5934]]
[[0.7768, 0.3581], [0.1243, 0.4278], [0.4126, 0.5604], [0.7047, 0.5498], [0.2544, 0.1926], [0.9316, 0.4319], [0.1574, 0.6257], [0.8713, 0.7889], [0.9936, 0.0847], [0.8577, 0.0067]]
[[0.4675, 0.1111], [0.993, 0.3426], [0.8706, 0.2262], [0.9342, 0.2698], [0.2157, 0.9039], [0.797, 0.7548], [0.279, 0.9445], [0.7326, 0.8046], [0.4534, 0.4381], [0.0905, 0.8893]]
[[0.2536, 0.7991], [0.1517, 0.557], [0.2877, 0.4937], [0.8277, 0.658], [0.9597, 0.5138], [0.0437, 0.2172], [0.5074, 0.2779], [0.1333, 0.6086], [0.8939, 0.2604], [0.8591, 0.0218]]
[[0.2582, 0.6159], [0.6293, 0.4714], [0.1131, 0.9565], [0.4282, 0.7956], [0.7286, 0.1281], [0.7385, 0.7103], [0.8928, 0.3836], [0.165, 0.0533], [0.5605, 0.9563], [0.1115, 0.659]]
[[0.8636, 0.0779], [0.3577, 0.068], [0.8367, 0.0523], [0.5643, 0.5424], [0.3858, 0.8477], [0.8528, 0.8333], [0.6691, 0.2307], [0.5469, 0.8134], [0.8193, 0.9606], [0.0812, 0.5877]]
[[0.7219, 0.3018], [0.6061, 0.5394], [0.2614, 0.765], [0.3207, 0.234], [0.3549, 0.1124], [0.7039, 0.2125], [0.9193, 0.1562], [0.5754, 0.1391], [0.9762, 0.1079], [0.6604, 0.2263]]
[[0.9712, 0.5251], [0.0976, 0.3611], [0.8461, 0.2034], [0.7174, 0.9896], [0.722, 0.8598], [0.3407, 0.0712], [0.9496, 0.5799], [0.734, 0.6802], [0.248, 0.9465], [0.6659, 0.4776]]
[[0.6079, 0.2345], [0.5756, 0.8773], [0.7088, 0.8572], [0.797, 0.2223], [0.6358, 0.7187], [0.0449, 0.5267], [0.0092, 0.621], [0.5098, 0.1436], [0.4613, 0.5685], [0.9374, 0.4981]]
[[0.8913, 0.1313], [0.7254, 0.9715], [0.2826, 0.023], [0.94, 0.1254], [0.4997, 0.8901], [0.848, 0.5728], [0.9717, 0.3406], [0.7201, 0.7443], [0.0555, 0.8842], [0.566, 0.9365]]
[[0.4196, 0.2585], [0.1233, 0.9723], [0.189, 0.4414], [0.9757, 0.4284], [0.2323, 0.4666], [0.8948, 0.0429], [0.0593, 0.0549], [0.8074, 0.1117], [0.6418, 0.1798], [0.3869, 0.3054]]
[[0.728, 0.3789], [0.2272, 0.8501], [0.365, 0.4906], [0.4966, 0.383], [0.0741, 0.6699], [0.7863, 0.0252], [0.5024, 0.1658], [0.5565, 0.3154], [0.1581, 0.7485], [0.7609, 0.0476]]
[[0.0835, 0.9248], [0.6521, 0.9174], [0.0151, 0.779], [0.1159, 0.2635], [0.4066, 0.3], [0.1052, 0.0536], [0.7073, 0.7981], [0.159, 0.4183], [0.3451, 0.5563], [0.3992, 0.9401]]
[[0.8168, 0.4535], [0.8633, 0.1513], [0.3746, 0.0881], [0.1594, 0.6249], [0.2162, 0.8368], [0.4968, 0.8806], [0.6355, 0.2888], [0.151, 0.6532], [0.6404, 0.0684], [0.769, 0.7803]]
[[0.231, 0.4628], [0.7256, 0.3574], [0.8788, 0.6039], [0.3702, 0.2191], [0.6241, 0.4432], [0.0841, 0.4127], [0.4179, 0.3928], [0.1957, 0.6765], [0.7749, 0.1019], [0.79, 0.5995]]
[[0.4588, 0.4636], [0.5364, 0.5373], [0.7481, 0.6471], [0.1643, 0.0747], [0.3896, 0.3642], [0.5975, 0.7238], [0.4885, 0.3491], [0.4637, 0.0343], [0.496, 0.1727], [0.5053, 0.0533]]
[[0.9499, 0.6899], [0.8461, 0.3271], [0.4654, 0.7389], [0.6389, 0.7812], [0.6937, 0.3887], [0.1807, 0.1173], [0.8436, 0.7441], [0.9555, 0.9806], [0.0349, 0.6317], [0.4854, 0.3609]]
[[0.4061, 0.5378], [0.13, 0.8282], [0.6917, 0.2173], [0.322, 0.0641], [0.5705, 0.5643], [0.3373, 0.7392], [0.14, 0.9339], [0.7695, 0.163], [0.5015, 0.4819], [0.5655, 0.1037]]
[[0.282, 0.9465], [0.6786, 0.7533], [0.0533, 0.3704], [0.3607, 0.9265], [0.3746, 0.8225], [0.5434, 0.9806], [0.0791, 0.9596], [0.8585, 0.2333], [0.1678, 0.3844], [0.9076, 0.8936]]
[[0.2775, 0.5269], [0.3181, 0.9114], [0.0159, 0.2287], [0.2977, 0.582], [0.2774, 0.4496], [0.5499, 0.7105], [0.5471, 0.3305], [0.6293, 0.8963], [0.0378, 0.408], [0.851, 0.8637]]
[[0.4165, 0.6493], [0.3039, 0.3782], [0.0594, 0.4952], [0.0109, 0.8916], [0.281, 0.3644], [0.1624, 0.9978], [0.5268, 0.365], [0.5658, 0.4157], [0.5078, 0.1094], [0.1487, 0.8137]]
[[0.9686, 0.5573], [0.592, 0.4531], [0.1916, 0.8742], [0.1901, 0.8938], [0.4209, 0.3173], [0.4277, 0.6126], [0.7757, 0.9773], [0.0984, 0.2237], [0.0888, 0.1083], [0.0166, 0.934]]
[[0.6473, 0.3064], [0.1924, 0.504], [0.5349, 0.6467], [0.698, 0.1178], [0.1261, 0.4276], [0.8102, 0.093], [0.5953, 0.6338], [0.8982, 0.8165], [0.1916, 0.5661], [0.3332, 0.2686]]
[[0.1308, 0.8109], [0.106, 0.557], [0.331, 0.6609], [0.8093, 0.7836], [0.8706, 0.7534], [0.9261, 0.0491], [0.0775, 0.1105], [0.4824, 0.2084], [0.189, 0.0194], [0.6737, 0.9249]]
[[0.9575, 0.1738], [0.4826, 0.4007], [0.8273, 0.8835], [0.9175, 0.2079], [0.9263, 0.02], [0.0879, 0.4707], [0.5306, 0.7808], [0.1181, 0.2743], [0.8983, 0.8018], [0.1955, 0.9817]]
[[0.7268, 0.5835], [0.504, 0.7302], [0.0367, 0.542], [0.3529, 0.4335], [0.0754, 0.5418], [0.1015, 0.0953], [0.9365, 0.0207], [0.3458, 0.266], [0.4817, 0.8002], [0.0713, 0.555]]
[[0.032, 0.2346], [0.2871, 0.1382], [0.291, 0.9626], [0.2794, 0.1004], [0.8469, 0.9868], [0.1569, 0.1214], [0.9122, 0.6299], [0.5025, 0.3917], [0.566, 0.3958], [0.449, 0.2137]]
[[0.4154, 0.6447], [0.4142, 0.5462], [0.0199, 0.0444], [0.8579, 0.7193], [0.773, 0.3223], [0.8445, 0.1648], [0.3467, 0.7596], [0.6329, 0.986], [0.2699, 0.2652], [0.6296, 0.4039]]
[[0.8551, 0.3377], [0.3999, 0.4477], [0.9838, 0.2587], [0.1513, 0.1081], [0.0023, 0.0208], [0.9341, 0.816], [0.2838, 0.4746], [0.9279, 0.7825], [0.0261, 0.1255], [0.1719, 0.5935]]
[[0.0468, 0.4551], [0.9644, 0.7198], [0.8531, 0.0429], [0.4403, 0.9776], [0.0595, 0.0311], [0.6488, 0.1434], [0.7395, 0.1381], [0.2128, 0.7813], [0.1706, 0.6646], [0.2039, 0.1023]]
[[0.5913, 0.522], [0.6593, 0.4417], [0.9545, 0.8246], [0.3211, 0.8978], [0.577, 0.9004], [0.2915, 0.4205], [0.288, 0.88], [0.2867, 0.7498], [0.2838, 0.6226], [0.6512, 0.41]]
[[0.354, 0.8288], [0.0291, 0.3827], [0.9498, 0.5032], [0.4354, 0.7789], [0.2991, 0.5742], [0.998, 0.7387], [0.103, 0.9459], [0.573, 0.6332], [0.2049, 0.3996], [0.0632, 0.8735]]
[[0.047, 0.2887], [0.0106, 0.9507], [0.1472, 0.7674], [0.5535, 0.5475], [0.2572, 0.5609], [0.4804, 0.7586], [0.117, 0.7465], [0.7149, 0.1114], [0.5649, 0.2636], [0.2025, 0.2211]]
[[0.3901, 0.5535], [0.0702, 0.9574], [0.7741, 0.0636], [0.3799, 0.1504], [0.283, 0.3139], [0.79, 0.7128], [0.5623, 0.2991], [0.7958, 0.9909], [0.5042, 0.7013], [0.359, 0.6123]]
[[0.5537, 0.053], [0.4063, 0.5882], [0.7507, 0.5747], [0.3632, 0.9119], [0.0427, 0.5394], [0.905, 0.7097], [0.3707, 0.9265], [0.8662, 0.4148], [0.2158, 0.6334], [0.8878, 0.0586]]
[[0.0817, 0.7184], [0.9313, 0.7601], [0.3884, 0.4043], [0.1655, 0.5778], [0.4814, 0.4893], [0.9511, 0.6559], [0.7026, 0.4734], [0.8551, 0.9577], [0.9762, 0.2158], [0.8813, 0.2679]]
[[0.8193, 0.0935], [0.2828, 0.7275], [0.8208, 0.9008], [0.0153, 0.7402], [0.9119, 0.8634], [0.6828, 0.8996], [0.0323, 0.6293], [0.4975, 0.2734], [0.5205, 0.3313], [0.6773, 0.1122]]
[[0.9853, 0.9876], [0.2476, 0.7974], [0.2357, 0.2688], [0.1494, 0.4627], [0.4605, 0.8394], [0.5331, 0.8965], [0.5875, 0.6777], [0.4997, 0.3118], [0.7262, 0.2965], [0.0117, 0.2729]]
[[0.1778, 0.6843], [0.6801, 0.0485], [0.6729, 0.8569], [0.7056, 0.5842], [0.0757, 0.2674], [0.2244, 0.106], [0.7569, 0.0157], [0.2135, 0.1028], [0.0793, 0.8358], [0.164, 0.3671]]
[[0.5973, 0.8986], [0.6544, 0.5253], [0.4221, 0.7414], [0.2875, 0.0535], [0.2485, 0.7242], [0.3039, 0.5934], [0.2398, 0.7318], [0.723, 0.0322], [0.8371, 0.3935], [0.7141, 0.1504]]
[[0.9162, 0.639], [0.5211, 0.1538], [0.6966, 0.2223], [0.1659, 0.7317], [0.7903, 0.5065], [0.4751, 0.9703], [0.5649, 0.8317], [0.7862, 0.0761], [0.8876, 0.784], [0.9954, 0.107]]
[[0.1834, 0.5371], [0.8738, 0.2278], [0.2423, 0.5231], [0.6925, 0.587], [0.0417, 0.9089], [0.1849, 0.2656], [0.4313, 0.6936], [0.1018, 0.2628], [0.3571, 0.5814], [0.7147, 0.1946]]
[[0.1071, 0.8457], [0.9952, 0.1277], [0.1985, 0.2945], [0.6623, 0.5293], [0.7632, 0.9693], [0.0564, 0.4388], [0.4371, 0.0578], [0.8004, 0.9884], [0.733, 0.5271], [0.604, 0.6872]]
[[0.1368, 0.074], [0.8303, 0.406], [0.153, 0.0609], [0.0453, 0.4935], [0.485, 0.3457], [0.5993, 0.6586], [0.7389, 0.1413], [0.3509, 0.9709], [0.1852, 0.6266], [0.2403, 0.7509]]
[[0.4784, 0.1113], [0.6056, 0.6393], [0.6389, 0.3767], [0.3727, 0.103], [0.0878, 0.4975], [0.8184, 0.5235], [0.1104, 0.1951], [0.3252, 0.9477], [0.7322, 0.5932], [0.7402, 0.6882]]
[[0.9397, 0.4344], [0.8609, 0.4047], [0.1051, 0.105], [0.2323, 0.7929], [0.4543, 0.9289], [0.107, 0.9798], [0.9016, 0.7832], [0.2729, 0.638], [0.6903, 0.8006], [0.0287, 0.9874]]
[[0.2696, 0.4529], [0.6275, 0.6209], [0.2857, 0.2132], [0.4871, 0.4198], [0.3196, 0.6419], [0.5669, 0.8108], [0.3639, 0.9434], [0.944, 0.5202], [0.2968, 0.5547], [0.2461, 0.3433]]
[[0.9419, 0.5994], [0.0883, 0.8582], [0.165, 0.6179], [0.5024, 0.3865], [0.9765, 0.6392], [0.5876, 0.1935], [0.4863, 0.9059], [0.9422, 0.5294], [0.7806, 0.5775], [0.4971, 0.6343]]
[[0.90086, 0.00061023], [0.86764, 0.50605], [0.24971, 0.91946], [0.75004, 0.37887], [0.8989, 0.11642], [0.088831, 0.79006], [0.22788, 0.068723], [0.84415, 0.053537], [0.42451, 0.089772], [0.062796, 0.42823]]
[[0.9936, 0.1775], [0.4808, 0.425], [0.9795, 0.358], [0.93, 0.9], [0.7519, 0.3018], [0.0851, 0.4467], [0.6497, 0.5234], [0.5733, 0.2531], [0.1216, 0.7379], [0.5623, 0.3691]]
[[0.4482, 0.1452], [0.2211, 0.6261], [0.0162, 0.2616], [0.0477, 0.0245], [0.4368, 0.0355], [0.4953, 0.535], [0.7938, 0.1753], [0.3089, 0.3023], [0.9156, 0.688], [0.1736, 0.0654]]
[[0.8747, 0.8349], [0.3634, 0.3155], [0.0391, 0.9741], [0.4289, 0.362], [0.4753, 0.7944], [0.7858, 0.1608], [0.4167, 0.8391], [0.4384, 0.0795], [0.9685, 0.5764], [0.4015, 0.9601]]
[[0.3225, 0.531], [0.8911, 0.9054], [0.3574, 0.7749], [0.4893, 0.1032], [0.3236, 0.368], [0.5466, 0.3109], [0.5792, 0.1263], [0.4726, 0.5269], [0.4032, 0.4357], [0.0449, 0.4103]]
[[0.8092, 0.569], [0.3598, 0.9739], [0.746, 0.286], [0.9898, 0.2194], [0.6183, 0.7159], [0.4454, 0.4292], [0.1004, 0.6314], [0.6966, 0.6873], [0.0415, 0.7162], [0.8179, 0.3504]]
[[0.7781, 0.1036], [0.3864, 0.3202], [0.6321, 0.2116], [0.9517, 0.1345], [0.6917, 0.5082], [0.785, 0.6263], [0.1057, 0.5412], [0.1107, 0.6639], [0.1063, 0.6981], [0.8042, 0.9191]]
[[0.9818, 0.1194], [0.1179, 0.6107], [0.246, 0.3235], [0.6201, 0.4669], [0.7178, 0.627], [0.8, 0.0758], [0.9778, 0.6368], [0.563, 0.698], [0.6397, 0.9384], [0.3988, 0.5146]]
[[0.6127, 0.2992], [0.8596, 0.3933], [0.2917, 0.1727], [0.717, 0.4204], [0.0755, 0.5727], [0.1358, 0.1681], [0.5949, 0.5166], [0.9891, 0.4005], [0.9072, 0.8095], [0.3984, 0.3852]]
[[0.5725, 0.4275], [0.321, 0.6263], [0.3735, 0.0297], [0.7889, 0.5366], [0.9141, 0.946], [0.6013, 0.4167], [0.6514, 0.4838], [0.6739, 0.793], [0.8952, 0.3703], [0.1167, 0.2979]]
[[0.2786, 0.803], [0.9716, 0.4541], [0.2221, 0.9034], [0.1096, 0.0545], [0.4479, 0.3419], [0.945, 0.1338], [0.529, 0.3664], [0.5389, 0.3362], [0.7004, 0.9478], [0.1672, 0.5704]]
[[0.87, 0.3478], [0.7486, 0.1458], [0.7003, 0.1398], [0.8772, 0.3076], [0.4676, 0.0706], [0.1705, 0.1655], [0.7639, 0.3562], [0.6441, 0.9166], [0.2859, 0.0544], [0.5634, 0.1934]]
[[0.3826, 0.0523], [0.6214, 0.3492], [0.2006, 0.8975], [0.6134, 0.7156], [0.6046, 0.5008], [0.2828, 0.6091], [0.5302, 0.8004], [0.0245, 0.0607], [0.4589, 0.1631], [0.4689, 0.7204]]
[[0.5483, 0.6381], [0.7286, 0.4307], [0.5019, 0.2985], [0.3615, 0.2565], [0.6602, 0.484], [0.4183, 0.7021], [0.1025, 0.6755], [0.533, 0.9821], [0.9915, 0.5365], [0.7686, 0.85]]
[[0.2711, 0.0496], [0.745, 0.5364], [0.5082, 0.6917], [0.1547, 0.5266], [0.1757, 0.6998], [0.6289, 0.3286], [0.1826, 0.7914], [0.0992, 0.983], [0.6339, 0.2661], [0.3232, 0.4149]]
[[0.9193, 0.2356], [0.6951, 0.2863], [0.3522, 0.1969], [0.004, 0.8723], [0.7335, 0.9658], [0.6109, 0.4825], [0.8065, 0.9869], [0.3141, 0.1826], [0.9282, 0.9846], [0.2846, 0.9299]]
[[0.6841, 0.4986], [0.1842, 0.788], [0.6191, 0.7785], [0.6522, 0.8966], [0.9282, 0.5106], [0.5644, 0.3484], [0.4607, 0.7393], [0.492, 0.4041], [0.5261, 0.6914], [0.9585, 0.7784]]
[[0.469, 0.9428], [0.198, 0.3035], [0.2755, 0.259], [0.0244, 0.879], [0.8473, 0.7291], [0.2278, 0.8925], [0.7252, 0.8637], [0.8068, 0.8108], [0.4533, 0.2119], [0.9874, 0.421]]
[[0.0928, 0.7338], [0.588, 0.9014], [0.1368, 0.413], [0.7657, 0.2911], [0.3942, 0.3412], [0.3836, 0.8314], [0.0719, 0.592], [0.1919, 0.0758], [0.2408, 0.1643], [0.238, 0.1186]]
[[0.1751, 0.6546], [0.7144, 0.7859], [0.835, 0.6444], [0.9995, 0.3434], [0.3617, 0.0792], [0.8662, 0.92], [0.0033, 0.4604], [0.6191, 0.7293], [0.5503, 0.1347], [0.8396, 0.1927]]
[[0.8609, 0.4418], [0.1369, 0.7449], [0.314, 0.9198], [0.2857, 0.1662], [0.0794, 0.6313], [0.9567, 0.869], [0.0839, 0.9932], [0.2921, 0.305], [0.2224, 0.973], [0.7762, 0.3428]]
[[0.2711, 0.7544], [0.3089, 0.1779], [0.7964, 0.959], [0.2823, 0.6186], [0.0273, 0.7867], [0.1805, 0.4165], [0.6407, 0.5875], [0.4864, 0.7422], [0.9336, 0.0958], [0.9935, 0.7873]]
[[0.0144, 0.1737], [0.119, 0.0034], [0.462, 0.3446], [0.4664, 0.7617], [0.1103, 0.9847], [0.646, 0.2447], [0.8693, 0.9294], [0.1738, 0.3037], [0.5738, 0.277], [0.6528, 0.1332]]
[[0.3223, 0.7651], [0.6678, 0.1], [0.2362, 0.5316], [0.2349, 0.1316], [0.4162, 0.2863], [0.8954, 0.9755], [0.4112, 0.0699], [0.9288, 0.4737], [0.2788, 0.4634], [0.7683, 0.3034]]
[[0.0263, 0.3127], [0.265, 0.2163], [0.9167, 0.2808], [0.2391, 0.5297], [0.4613, 0.9756], [0.3389, 0.0171], [0.7544, 0.6827], [0.6426, 0.1416], [0.2303, 0.7039], [0.036, 0.003]]
[[0.2387, 0.0732], [0.9517, 0.5707], [0.7793, 0.5927], [0.2038, 0.0704], [0.8764, 0.5291], [0.8789, 0.0622], [0.2486, 0.335], [0.0122, 0.7813], [0.5156, 0.5683], [0.7733, 0.8125]]
[[0.6181, 0.8927], [0.6804, 0.4196], [0.4582, 0.9242], [0.0809, 0.1765], [0.1582, 0.073], [0.2516, 0.6841], [0.7187, 0.3675], [0.3283, 0.2555], [0.7809, 0.7954], [0.2039, 0.7842]]
[[0.862, 0.9967], [0.6891, 0.0205], [0.9392, 0.0268], [0.0349, 0.0234], [0.1963, 0.3096], [0.9318, 0.4214], [0.9864, 0.0811], [0.4409, 0.4143], [0.022, 0.5307], [0.2632, 0.0218]]
[[0.622, 0.9725], [0.0974, 0.14], [0.4784, 0.4436], [0.6439, 0.3111], [0.5454, 0.2518], [0.2533, 0.8191], [0.8556, 0.1597], [0.5556, 0.2516], [0.7145, 0.5316], [0.1232, 0.2531]]
[[0.3146, 0.8639], [0.5157, 0.0145], [0.3015, 0.4039], [0.2125, 0.8832], [0.7488, 0.3018], [0.194, 0.0963], [0.1177, 0.845], [0.7728, 0.186], [0.9745, 0.4068], [0.1184, 0.9897]]
[[0.5294, 0.7516], [0.5527, 0.469], [0.5441, 0.5937], [0.7667, 0.7549], [0.5128, 0.4247], [0.144, 0.9603], [0.1429, 0.083], [0.6746, 0.4442], [0.8161, 0.4589], [0.0152, 0.1375]]
[[0.9004, 0.3305], [0.4085, 0.487], [0.8643, 0.8598], [0.8664, 0.708], [0.5338, 0.3522], [0.0484, 0.6352], [0.4555, 0.486], [0.7438, 0.0542], [0.6701, 0.5674], [0.4064, 0.8792]]
